[2022-06-14-08-39-12] induction: have people, enter card insert event
[2022-06-14-08-39-12] card in
[2022-06-14-08-39-12] mc action, enter card insert scene:day
[2022-06-18-19-08-55] mc close
[2022-06-18-19-08-59] 485 induc,id:6a,sta:0
[2022-06-18-19-08-59] 485 induc,id:6a,sta:0
[2022-06-18-19-08-59] 485 induc,id:6a,sta:0
[2022-06-18-19-10-19] 485 induc,id:60,sta:0
[2022-06-18-19-10-19] 485 induc,id:60,sta:0
[2022-06-18-19-10-20] 485 induc,id:60,sta:0
[2022-06-18-19-10-21] 485 induc,id:61,sta:0
[2022-06-18-19-10-22] 485 induc,id:61,sta:0
[2022-06-18-19-10-22] 485 induc,id:61,sta:0
[2022-06-18-19-14-58] induction: no people timeout, enter card pull event
[2022-06-18-19-15-10] card out
[2022-06-19-08-48-18] mc open
[2022-06-19-08-48-19] 485 induc,id:61,sta:1
[2022-06-19-08-48-19] induction: have people, enter card insert event
[2022-06-19-08-48-19] card in
[2022-06-19-08-48-19] mc action, enter card insert scene:day
[2022-06-19-08-48-20] 485 induc,id:61,sta:1
[2022-06-19-08-48-20] 485 induc,id:6a,sta:1
[2022-06-19-08-48-20] 485 induc,id:6a,sta:1
[2022-06-19-08-48-20] 485 induc,id:6a,sta:1
[2022-06-19-08-48-21] 485 induc,id:60,sta:1
[2022-06-19-08-48-21] 485 induc,id:60,sta:1
[2022-06-19-08-48-22] mc close
[2022-06-19-08-48-26] 485 induc,id:6a,sta:0
[2022-06-19-08-48-27] 485 induc,id:6a,sta:0
[2022-06-19-08-48-27] 485 induc,id:6a,sta:0
[2022-06-19-08-49-43] 485 induc,id:60,sta:0
[2022-06-19-08-49-44] 485 induc,id:60,sta:0
[2022-06-19-08-49-44] 485 induc,id:60,sta:0
[2022-06-19-08-49-49] 485 induc,id:61,sta:0
[2022-06-19-08-49-50] 485 induc,id:61,sta:0
[2022-06-19-08-49-50] 485 induc,id:61,sta:0
[2022-06-19-08-54-26] induction: no people timeout, enter card pull event
[2022-06-19-08-54-38] card out
[2022-06-20-14-32-39] mc open
[2022-06-20-14-32-40] 485 induc,id:61,sta:1
[2022-06-20-14-32-40] induction: have people, enter card insert event
[2022-06-20-14-32-40] card in
[2022-06-20-14-32-40] mc action, enter card insert scene:day
[2022-06-20-14-32-41] 485 induc,id:61,sta:1
[2022-06-20-14-32-41] 485 induc,id:6a,sta:1
[2022-06-20-14-32-42] 485 induc,id:6a,sta:1
[2022-06-20-14-32-48] 485 induc,id:6a,sta:0
[2022-06-20-14-32-48] 485 induc,id:6a,sta:0
[2022-06-20-14-32-49] 485 induc,id:6a,sta:0
[2022-06-20-14-34-11] 485 induc,id:61,sta:0
[2022-06-20-14-34-11] 485 induc,id:61,sta:0
[2022-06-20-14-34-12] 485 induc,id:61,sta:0
[2022-06-20-14-34-33] 485 induc,id:61,sta:1
[2022-06-20-14-35-45] 485 induc,id:6a,sta:1
[2022-06-20-14-35-45] 485 induc,id:6a,sta:1
[2022-06-20-14-35-45] 485 induc,id:6a,sta:1
[2022-06-20-14-35-46] 485 induc,id:60,sta:1
[2022-06-20-14-35-47] 485 induc,id:60,sta:1
[2022-06-20-14-35-47] 485 induc,id:60,sta:1
[2022-06-20-14-35-52] 485 induc,id:6a,sta:0
[2022-06-20-14-35-52] 485 induc,id:6a,sta:0
[2022-06-20-14-35-52] 485 induc,id:6a,sta:0
[2022-06-20-14-35-59] 485 induc,id:6a,sta:1
[2022-06-20-14-35-59] 485 induc,id:6a,sta:1
[2022-06-20-14-36-00] 485 induc,id:6a,sta:1
[2022-06-20-14-36-00] Key Num 12 first action
[2022-06-20-14-36-01] Key Num 12 second action
[2022-06-20-14-36-14] 485 induc,id:6a,sta:0
[2022-06-20-14-36-15] 485 induc,id:6a,sta:0
[2022-06-20-14-36-35] 485 induc,id:6a,sta:1
[2022-06-20-14-36-35] 485 induc,id:6a,sta:1
[2022-06-20-14-36-35] 485 induc,id:6a,sta:1
[2022-06-20-14-36-42] 485 induc,id:6a,sta:0
[2022-06-20-14-36-42] 485 induc,id:6a,sta:0
[2022-06-20-14-37-33] 485 induc,id:60,sta:0
[2022-06-20-14-37-34] 485 induc,id:60,sta:0
[2022-06-20-14-37-34] 485 induc,id:60,sta:0
[2022-06-20-14-37-35] 485 induc,id:61,sta:0
[2022-06-20-14-37-35] 485 induc,id:61,sta:0
[2022-06-20-14-37-38] 485 induc,id:61,sta:1
[2022-06-20-14-37-39] 485 induc,id:61,sta:1
[2022-06-20-14-39-25] 485 induc,id:61,sta:0
[2022-06-20-14-39-26] 485 induc,id:61,sta:0
[2022-06-20-14-39-26] 485 induc,id:61,sta:0
[2022-06-20-14-43-29] 485 induc,id:61,sta:1
[2022-06-20-14-43-30] 485 induc,id:61,sta:1
[2022-06-20-14-43-30] 485 induc,id:61,sta:1
[2022-06-20-14-44-52] 485 induc,id:61,sta:0
[2022-06-20-14-44-52] 485 induc,id:61,sta:0
[2022-06-20-14-44-53] 485 induc,id:61,sta:0
[2022-06-20-15-07-34] 485 induc,id:61,sta:1
[2022-06-20-15-07-35] 485 induc,id:61,sta:1
[2022-06-20-15-08-57] 485 induc,id:61,sta:0
[2022-06-20-15-11-44] 485 induc,id:61,sta:1
[2022-06-20-15-11-44] 485 induc,id:61,sta:1
[2022-06-20-15-11-45] 485 induc,id:61,sta:1
[2022-06-20-15-13-05] 485 induc,id:6a,sta:1
[2022-06-20-15-13-05] 485 induc,id:6a,sta:1
[2022-06-20-15-13-06] 485 induc,id:61,sta:0
[2022-06-20-15-13-07] 485 induc,id:61,sta:0
[2022-06-20-15-13-07] 485 induc,id:61,sta:0
[2022-06-20-15-13-12] 485 induc,id:6a,sta:0
[2022-06-20-15-13-12] 485 induc,id:6a,sta:0
[2022-06-20-15-13-12] 485 induc,id:6a,sta:0
[2022-06-20-23-06-07] 485 induc,id:60,sta:1
[2022-06-20-23-06-07] 485 induc,id:60,sta:1
[2022-06-20-23-07-29] 485 induc,id:60,sta:0
[2022-06-20-23-07-30] 485 induc,id:60,sta:0
[2022-06-20-23-07-30] 485 induc,id:60,sta:0
[2022-06-21-07-23-43] 485 induc,id:61,sta:1
[2022-06-21-07-23-44] 485 induc,id:61,sta:1
[2022-06-21-07-23-44] 485 induc,id:61,sta:1
[2022-06-21-07-25-06] 485 induc,id:61,sta:0
[2022-06-21-07-25-06] 485 induc,id:61,sta:0
[2022-06-21-07-25-07] 485 induc,id:61,sta:0
[2022-06-21-07-28-28] 485 induc,id:61,sta:1
[2022-06-21-07-28-29] 485 induc,id:61,sta:1
[2022-06-21-07-29-09] 485 induc,id:6a,sta:1
[2022-06-21-07-29-10] 485 induc,id:6a,sta:1
[2022-06-21-07-29-11] 485 induc,id:60,sta:1
[2022-06-21-07-29-12] 485 induc,id:60,sta:1
[2022-06-21-07-29-12] 485 induc,id:60,sta:1
[2022-06-21-07-29-16] 485 induc,id:6a,sta:0
[2022-06-21-07-29-17] 485 induc,id:6a,sta:0
[2022-06-21-07-29-26] 485 induc,id:6a,sta:1
[2022-06-21-07-29-26] 485 induc,id:6a,sta:1
[2022-06-21-07-29-27] 485 induc,id:6a,sta:1
[2022-06-21-07-29-33] 485 induc,id:6a,sta:0
[2022-06-21-07-29-33] 485 induc,id:6a,sta:0
[2022-06-21-07-29-34] 485 induc,id:6a,sta:0
[2022-06-21-07-30-58] 485 induc,id:60,sta:0
[2022-06-21-07-31-04] 485 induc,id:61,sta:0
[2022-06-21-07-31-05] 485 induc,id:61,sta:0
[2022-06-21-07-31-05] 485 induc,id:61,sta:0
[2022-06-21-08-35-26] 485 induc,id:61,sta:1
[2022-06-21-08-35-27] 485 induc,id:61,sta:1
[2022-06-21-08-35-27] 485 induc,id:61,sta:1
[2022-06-21-08-37-21] 485 induc,id:61,sta:0
[2022-06-21-08-37-22] 485 induc,id:61,sta:0
[2022-06-21-08-37-22] 485 induc,id:61,sta:0
[2022-06-21-09-14-05] 485 induc,id:61,sta:1
[2022-06-21-09-14-05] 485 induc,id:61,sta:1
[2022-06-21-09-14-06] 485 induc,id:61,sta:1
[2022-06-21-09-15-27] 485 induc,id:61,sta:0
[2022-06-21-09-15-28] 485 induc,id:61,sta:0
[2022-06-21-09-15-28] 485 induc,id:61,sta:0
[2022-06-21-10-05-29] 485 induc,id:61,sta:1
[2022-06-21-10-05-29] 485 induc,id:61,sta:1
[2022-06-21-10-05-30] 485 induc,id:61,sta:1
[2022-06-21-10-06-15] 485 induc,id:6a,sta:1
[2022-06-21-10-06-16] 485 induc,id:6a,sta:1
[2022-06-21-10-06-17] 485 induc,id:60,sta:1
[2022-06-21-10-06-18] 485 induc,id:60,sta:1
[2022-06-21-10-06-22] 485 induc,id:6a,sta:0
[2022-06-21-10-06-23] 485 induc,id:6a,sta:0
[2022-06-21-10-06-45] 485 induc,id:6a,sta:1
[2022-06-21-10-06-45] 485 induc,id:6a,sta:1
[2022-06-21-10-06-45] 485 induc,id:6a,sta:1
[2022-06-21-10-06-52] 485 induc,id:6a,sta:0
[2022-06-21-10-06-52] 485 induc,id:6a,sta:0
[2022-06-21-10-08-21] 485 induc,id:60,sta:0
[2022-06-21-10-08-21] 485 induc,id:60,sta:0
[2022-06-21-10-08-22] 485 induc,id:61,sta:0
[2022-06-21-10-12-52] 485 induc,id:61,sta:1
[2022-06-21-10-12-53] 485 induc,id:61,sta:1
[2022-06-21-10-14-15] 485 induc,id:61,sta:0
[2022-06-21-10-14-16] 485 induc,id:61,sta:0
[2022-06-21-10-49-40] R2000 power up
[2022-06-21-10-49-42] R2000 init ok
[2022-06-21-10-49-42] air style:1, stopUse:0, rentSta:0
[2022-06-21-10-49-42] statusIntervelTime:60, inducMcOpenTime:1, inducTimeOut:5 
[2022-06-21-10-49-46] induction: have people, enter card insert event
[2022-06-21-10-49-46] system reset, Do not handle card insert event 
[2022-06-21-10-49-52] rs485 air thread start
[2022-06-21-10-50-16] sos open
[2022-06-21-10-55-26] induction: no people timeout, enter card pull event
[2022-06-21-10-55-38] card out
[2022-06-21-11-17-39] 485 induc,id:61,sta:1
[2022-06-21-11-17-40] 485 induc,id:61,sta:1
[2022-06-21-11-17-40] 485 induc,id:61,sta:1
[2022-06-21-11-19-02] 485 induc,id:61,sta:0
[2022-06-21-11-19-02] 485 induc,id:61,sta:0
[2022-06-21-11-19-03] 485 induc,id:61,sta:0
[2022-06-21-11-30-17] 485 induc,id:61,sta:1
[2022-06-21-11-30-18] 485 induc,id:61,sta:1
[2022-06-21-11-31-29] 485 induc,id:60,sta:1
[2022-06-21-11-31-29] 485 induc,id:60,sta:1
[2022-06-21-11-31-30] 485 induc,id:60,sta:1
[2022-06-21-11-31-40] 485 induc,id:61,sta:0
[2022-06-21-11-31-40] 485 induc,id:61,sta:0
[2022-06-21-11-32-51] 485 induc,id:60,sta:0
[2022-06-21-11-32-52] 485 induc,id:60,sta:0
[2022-06-21-11-32-52] 485 induc,id:60,sta:0
[2022-06-21-11-41-16] 485 induc,id:61,sta:1
[2022-06-21-11-41-16] 485 induc,id:61,sta:1
[2022-06-21-11-42-38] 485 induc,id:61,sta:0
[2022-06-21-11-42-39] 485 induc,id:61,sta:0
[2022-06-21-11-48-09] 485 induc,id:61,sta:1
[2022-06-21-11-48-09] 485 induc,id:61,sta:1
[2022-06-21-11-48-10] 485 induc,id:61,sta:1
[2022-06-21-11-49-27] 485 induc,id:6a,sta:1
[2022-06-21-11-49-27] 485 induc,id:6a,sta:1
[2022-06-21-11-49-32] 485 induc,id:60,sta:1
[2022-06-21-11-49-33] 485 induc,id:60,sta:1
[2022-06-21-11-49-33] 485 induc,id:60,sta:1
[2022-06-21-11-49-34] 485 induc,id:6a,sta:0
[2022-06-21-11-49-35] 485 induc,id:6a,sta:0
[2022-06-21-11-49-39] 485 induc,id:6a,sta:1
[2022-06-21-11-49-39] 485 induc,id:6a,sta:1
[2022-06-21-11-49-46] 485 induc,id:6a,sta:0
[2022-06-21-11-49-46] 485 induc,id:6a,sta:0
[2022-06-21-11-49-46] 485 induc,id:6a,sta:0
[2022-06-21-11-51-19] 485 induc,id:60,sta:0
[2022-06-21-11-51-20] 485 induc,id:60,sta:0
[2022-06-21-11-51-20] 485 induc,id:60,sta:0
[2022-06-21-11-52-25] 485 induc,id:61,sta:0
[2022-06-21-11-52-25] 485 induc,id:61,sta:0
[2022-06-21-11-52-26] 485 induc,id:61,sta:0
[2022-06-21-13-15-20] 485 induc,id:61,sta:1
[2022-06-21-13-15-20] 485 induc,id:61,sta:1
[2022-06-21-13-15-21] 485 induc,id:61,sta:1
[2022-06-21-13-16-43] 485 induc,id:61,sta:0
[2022-06-21-13-20-25] 485 induc,id:61,sta:1
[2022-06-21-13-20-26] 485 induc,id:61,sta:1
[2022-06-21-13-20-26] 485 induc,id:61,sta:1
[2022-06-21-13-21-48] 485 induc,id:61,sta:0
[2022-06-21-13-21-48] 485 induc,id:61,sta:0
[2022-06-21-13-21-49] 485 induc,id:61,sta:0
[2022-06-21-13-28-07] 485 induc,id:61,sta:1
[2022-06-21-13-28-08] 485 induc,id:61,sta:1
[2022-06-21-13-28-08] 485 induc,id:61,sta:1
[2022-06-21-13-29-30] 485 induc,id:61,sta:0
[2022-06-21-13-29-30] 485 induc,id:61,sta:0
[2022-06-21-13-29-31] 485 induc,id:61,sta:0
[2022-06-21-13-37-18] 485 induc,id:61,sta:1
[2022-06-21-13-37-19] 485 induc,id:61,sta:1
[2022-06-21-13-37-19] 485 induc,id:61,sta:1
[2022-06-21-13-38-41] 485 induc,id:61,sta:0
[2022-06-21-13-38-41] 485 induc,id:61,sta:0
[2022-06-21-13-38-42] 485 induc,id:61,sta:0
[2022-06-21-13-47-03] 485 induc,id:61,sta:1
[2022-06-21-13-47-04] 485 induc,id:61,sta:1
[2022-06-21-13-47-04] 485 induc,id:61,sta:1
[2022-06-21-13-47-06] 485 induc,id:60,sta:1
[2022-06-21-13-47-07] 485 induc,id:60,sta:1
[2022-06-21-13-47-07] 485 induc,id:60,sta:1
[2022-06-21-13-47-08] 485 induc,id:6a,sta:1
[2022-06-21-13-47-08] 485 induc,id:6a,sta:1
[2022-06-21-13-47-09] 485 induc,id:6a,sta:1
[2022-06-21-13-47-18] 485 induc,id:6a,sta:0
[2022-06-21-13-47-19] 485 induc,id:6a,sta:0
[2022-06-21-13-47-19] 485 induc,id:6a,sta:0
[2022-06-21-13-47-24] 485 induc,id:6a,sta:1
[2022-06-21-13-47-24] 485 induc,id:6a,sta:1
[2022-06-21-13-47-24] 485 induc,id:6a,sta:1
[2022-06-21-13-47-30] 485 induc,id:6a,sta:0
[2022-06-21-13-47-31] 485 induc,id:6a,sta:0
[2022-06-21-13-47-31] 485 induc,id:6a,sta:0
[2022-06-21-13-47-38] manual action, recover have people 
[2022-06-21-13-47-38] card in
[2022-06-21-13-47-39] Key Num 15 first action
[2022-06-21-13-47-39] radar lock state
[2022-06-21-13-47-39] Key Num 16 first action
[2022-06-21-13-48-30] 485 induc,id:6a,sta:1
[2022-06-21-13-48-31] 485 induc,id:6a,sta:1
[2022-06-21-13-48-37] 485 induc,id:6a,sta:0
[2022-06-21-13-48-38] 485 induc,id:6a,sta:0
[2022-06-21-13-48-38] 485 induc,id:6a,sta:0
[2022-06-21-13-48-46] 485 induc,id:6a,sta:1
[2022-06-21-13-48-46] 485 induc,id:6a,sta:1
[2022-06-21-13-49-00] 485 induc,id:6a,sta:0
[2022-06-21-13-49-00] 485 induc,id:6a,sta:0
[2022-06-21-13-49-00] 485 induc,id:6a,sta:0
[2022-06-21-13-49-06] 485 induc,id:6a,sta:1
[2022-06-21-13-49-07] 485 induc,id:6a,sta:1
[2022-06-21-13-49-23] 485 induc,id:6a,sta:0
[2022-06-21-13-49-23] 485 induc,id:6a,sta:0
[2022-06-21-13-49-23] 485 induc,id:6a,sta:0
[2022-06-21-13-50-45] 485 induc,id:61,sta:0
[2022-06-21-13-50-45] 485 induc,id:61,sta:0
[2022-06-21-13-50-46] 485 induc,id:61,sta:0
[2022-06-21-13-50-48] 485 induc,id:60,sta:0
[2022-06-21-13-50-48] 485 induc,id:60,sta:0
[2022-06-21-13-50-49] 485 induc,id:60,sta:0
[2022-06-21-13-52-02] 485 induc,id:61,sta:1
[2022-06-21-13-52-02] 485 induc,id:61,sta:1
[2022-06-21-13-52-03] 485 induc,id:61,sta:1
[2022-06-21-13-52-06] 485 induc,id:6a,sta:1
[2022-06-21-13-52-06] 485 induc,id:6a,sta:1
[2022-06-21-13-52-06] 485 induc,id:6a,sta:1
[2022-06-21-13-52-18] 485 induc,id:60,sta:1
[2022-06-21-13-52-18] 485 induc,id:60,sta:1
[2022-06-21-13-52-19] 485 induc,id:60,sta:1
[2022-06-21-13-55-27] 485 induc,id:60,sta:0
[2022-06-21-13-55-27] 485 induc,id:60,sta:0
[2022-06-21-13-55-28] 485 induc,id:60,sta:0
[2022-06-21-13-55-36] 485 induc,id:60,sta:1
[2022-06-21-13-55-37] 485 induc,id:60,sta:1
[2022-06-21-13-55-37] 485 induc,id:60,sta:1
[2022-06-21-14-36-06] 485 induc,id:60,sta:1
[2022-06-21-14-36-06] 485 induc,id:60,sta:1
[2022-06-21-14-36-07] 485 induc,id:60,sta:1
[2022-06-21-14-36-55] 485 induc,id:6a,sta:1
[2022-06-21-14-36-55] 485 induc,id:6a,sta:1
[2022-06-21-14-36-56] 485 induc,id:6a,sta:1
[2022-06-21-14-36-57] 485 induc,id:6a,sta:0
[2022-06-21-14-36-57] 485 induc,id:6a,sta:0
[2022-06-21-14-36-58] 485 induc,id:6a,sta:0
[2022-06-21-14-37-02] 485 induc,id:6a,sta:1
[2022-06-21-14-37-02] 485 induc,id:6a,sta:1
[2022-06-21-14-37-03] 485 induc,id:6a,sta:1
[2022-06-21-14-37-12] 485 induc,id:6a,sta:0
[2022-06-21-14-37-13] 485 induc,id:6a,sta:0
[2022-06-21-14-37-13] 485 induc,id:6a,sta:0
[2022-06-21-14-37-19] 485 induc,id:6a,sta:1
[2022-06-21-14-37-20] 485 induc,id:6a,sta:1
[2022-06-21-14-37-21] 485 induc,id:6a,sta:1
[2022-06-21-14-37-31] 485 induc,id:6a,sta:0
[2022-06-21-14-37-32] 485 induc,id:61,sta:1
[2022-06-21-14-37-32] 485 induc,id:6a,sta:0
[2022-06-21-14-37-32] 485 induc,id:61,sta:1
[2022-06-21-14-37-33] 485 induc,id:6a,sta:0
[2022-06-21-14-37-33] 485 induc,id:61,sta:1
[2022-06-21-14-38-42] 485 induc,id:60,sta:0
[2022-06-21-14-38-42] 485 induc,id:60,sta:0
[2022-06-21-14-38-43] 485 induc,id:60,sta:0
[2022-06-21-14-38-54] 485 induc,id:61,sta:0
[2022-06-21-14-38-54] 485 induc,id:61,sta:0
[2022-06-21-14-38-55] 485 induc,id:61,sta:0
[2022-06-21-14-39-07] 485 induc,id:61,sta:1
[2022-06-21-14-39-07] 485 induc,id:61,sta:1
[2022-06-21-14-39-08] 485 induc,id:61,sta:1
[2022-06-21-14-39-08] 485 induc,id:6a,sta:1
[2022-06-21-14-39-09] 485 induc,id:6a,sta:1
[2022-06-21-14-39-09] 485 induc,id:6a,sta:1
[2022-06-21-14-39-12] 485 induc,id:60,sta:1
[2022-06-21-14-39-12] 485 induc,id:60,sta:1
[2022-06-21-14-39-13] 485 induc,id:60,sta:1
[2022-06-21-14-39-15] 485 induc,id:6a,sta:0
[2022-06-21-14-39-16] 485 induc,id:6a,sta:0
[2022-06-21-14-39-17] 485 induc,id:6a,sta:0
[2022-06-21-14-39-18] 485 induc,id:6a,sta:1
[2022-06-21-14-39-18] 485 induc,id:6a,sta:1
[2022-06-21-14-39-19] 485 induc,id:6a,sta:1
[2022-06-21-14-39-29] 485 induc,id:6a,sta:0
[2022-06-21-14-39-30] 485 induc,id:6a,sta:0
[2022-06-21-14-39-30] 485 induc,id:6a,sta:0
[2022-06-21-14-39-37] 485 induc,id:6a,sta:1
[2022-06-21-14-39-38] 485 induc,id:6a,sta:1
[2022-06-21-14-39-38] 485 induc,id:6a,sta:1
[2022-06-21-14-39-44] 485 induc,id:6a,sta:0
[2022-06-21-14-39-45] 485 induc,id:6a,sta:0
[2022-06-21-14-39-45] 485 induc,id:6a,sta:0
[2022-06-21-14-39-58] 485 induc,id:6a,sta:1
[2022-06-21-14-39-59] 485 induc,id:6a,sta:1
[2022-06-21-14-39-59] 485 induc,id:6a,sta:1
[2022-06-21-14-40-05] 485 induc,id:6a,sta:0
[2022-06-21-14-40-06] 485 induc,id:6a,sta:0
[2022-06-21-14-40-06] 485 induc,id:6a,sta:0
[2022-06-21-14-40-19] 485 induc,id:6a,sta:1
[2022-06-21-14-40-19] 485 induc,id:6a,sta:1
[2022-06-21-14-40-20] 485 induc,id:6a,sta:1
[2022-06-21-14-40-26] 485 induc,id:6a,sta:0
[2022-06-21-14-40-26] 485 induc,id:6a,sta:0
[2022-06-21-14-40-27] 485 induc,id:6a,sta:0
[2022-06-21-14-41-42] 485 induc,id:61,sta:0
[2022-06-21-14-41-43] 485 induc,id:61,sta:0
[2022-06-21-14-41-43] 485 induc,id:61,sta:0
[2022-06-21-14-41-59] 485 induc,id:61,sta:1
[2022-06-21-14-42-00] 485 induc,id:61,sta:1
[2022-06-21-14-42-00] 485 induc,id:61,sta:1
[2022-06-21-14-42-01] 485 induc,id:6a,sta:1
[2022-06-21-14-42-01] 485 induc,id:6a,sta:1
[2022-06-21-14-42-02] 485 induc,id:6a,sta:1
[2022-06-21-14-42-51] R2000 power up
[2022-06-21-14-42-53] R2000 init ok
[2022-06-21-14-42-53] air style:1, stopUse:0, rentSta:0
[2022-06-21-14-42-53] statusIntervelTime:60, inducMcOpenTime:1, inducTimeOut:5 
[2022-06-21-14-42-57] induction: have people, enter card insert event
[2022-06-21-14-42-57] system reset, Do not handle card insert event 
[2022-06-21-14-43-03] rs485 air thread start
[2022-06-21-14-43-05] 485 induc,id:6a,sta:1
[2022-06-21-14-43-05] 485 induc,id:6a,sta:1
[2022-06-21-14-43-06] 485 induc,id:6a,sta:1
[2022-06-21-14-43-16] 485 induc,id:6a,sta:0
[2022-06-21-14-43-17] 485 induc,id:6a,sta:0
[2022-06-21-14-43-18] 485 induc,id:6a,sta:0
[2022-06-21-14-43-22] 485 induc,id:6a,sta:1
[2022-06-21-14-43-22] 485 induc,id:6a,sta:1
[2022-06-21-14-43-23] 485 induc,id:6a,sta:1
[2022-06-21-14-43-27] sos open
[2022-06-21-14-43-29] 485 induc,id:6a,sta:0
[2022-06-21-14-43-29] 485 induc,id:6a,sta:0
[2022-06-21-14-43-30] 485 induc,id:6a,sta:0
[2022-06-21-14-43-50] 485 induc,id:6a,sta:1
[2022-06-21-14-43-50] 485 induc,id:6a,sta:1
[2022-06-21-14-43-51] 485 induc,id:6a,sta:1
[2022-06-21-14-43-57] 485 induc,id:6a,sta:0
[2022-06-21-14-43-57] 485 induc,id:6a,sta:0
[2022-06-21-14-43-58] 485 induc,id:6a,sta:0
[2022-06-21-14-44-08] 485 induc,id:6a,sta:1
[2022-06-21-14-44-09] 485 induc,id:6a,sta:1
[2022-06-21-14-44-10] 485 induc,id:6a,sta:1
[2022-06-21-14-44-16] 485 induc,id:6a,sta:0
[2022-06-21-14-44-16] 485 induc,id:6a,sta:0
[2022-06-21-14-44-17] 485 induc,id:6a,sta:0
[2022-06-21-14-44-20] 485 induc,id:6a,sta:1
[2022-06-21-14-44-20] 485 induc,id:6a,sta:1
[2022-06-21-14-44-21] 485 induc,id:6a,sta:1
[2022-06-21-14-44-29] pir lock state
[2022-06-21-14-44-31] 485 induc,id:6a,sta:0
[2022-06-21-14-44-32] 485 induc,id:6a,sta:0
[2022-06-21-14-44-32] 485 induc,id:6a,sta:0
[2022-06-21-14-45-09] 485 induc,id:6a,sta:1
[2022-06-21-14-45-10] 485 induc,id:6a,sta:1
[2022-06-21-14-45-10] 485 induc,id:6a,sta:1
[2022-06-21-14-45-16] 485 induc,id:6a,sta:0
[2022-06-21-14-45-17] 485 induc,id:6a,sta:0
[2022-06-21-14-45-17] 485 induc,id:6a,sta:0
[2022-06-21-14-46-38] 485 induc,id:61,sta:0
[2022-06-21-14-46-39] 485 induc,id:61,sta:0
[2022-06-21-14-46-39] 485 induc,id:61,sta:0
[2022-06-21-14-47-29] 485 induc,id:61,sta:1
[2022-06-21-14-47-30] 485 induc,id:61,sta:1
[2022-06-21-14-47-30] 485 induc,id:61,sta:1
[2022-06-21-14-49-00] 485 induc,id:61,sta:0
[2022-06-21-14-49-00] 485 induc,id:61,sta:0
[2022-06-21-14-49-01] 485 induc,id:61,sta:0
[2022-06-21-14-49-07] 485 induc,id:61,sta:1
[2022-06-21-14-49-08] 485 induc,id:61,sta:1
[2022-06-21-14-49-08] 485 induc,id:61,sta:1
[2022-06-21-14-50-13] 485 induc,id:61,sta:0
[2022-06-21-14-50-13] 485 induc,id:61,sta:1
[2022-06-21-14-50-14] 485 induc,id:61,sta:1
[2022-06-21-14-50-14] 485 induc,id:61,sta:1
[2022-06-21-14-51-24] radar lock state
[2022-06-21-14-54-02] 485 induc,id:61,sta:0
[2022-06-21-14-54-03] 485 induc,id:61,sta:0
[2022-06-21-14-54-03] 485 induc,id:61,sta:0
[2022-06-21-14-55-57] 485 induc,id:61,sta:1
[2022-06-21-14-55-58] 485 induc,id:61,sta:1
[2022-06-21-14-55-58] 485 induc,id:61,sta:1
[2022-06-21-14-55-59] 485 induc,id:6a,sta:1
[2022-06-21-14-56-00] 485 induc,id:6a,sta:1
[2022-06-21-14-56-00] 485 induc,id:6a,sta:1
[2022-06-21-14-56-06] 485 induc,id:6a,sta:0
[2022-06-21-14-56-07] 485 induc,id:6a,sta:0
[2022-06-21-14-56-07] 485 induc,id:6a,sta:0
[2022-06-21-14-56-11] 485 induc,id:6a,sta:1
[2022-06-21-14-56-12] 485 induc,id:6a,sta:1
[2022-06-21-14-56-12] 485 induc,id:6a,sta:1
[2022-06-21-14-56-27] 485 induc,id:6a,sta:0
[2022-06-21-14-56-28] 485 induc,id:6a,sta:0
[2022-06-21-14-56-28] 485 induc,id:6a,sta:0
[2022-06-21-14-57-42] 485 induc,id:6a,sta:1
[2022-06-21-14-57-42] 485 induc,id:6a,sta:1
[2022-06-21-14-57-43] 485 induc,id:6a,sta:1
[2022-06-21-14-57-49] 485 induc,id:6a,sta:0
[2022-06-21-14-57-49] 485 induc,id:6a,sta:0
[2022-06-21-14-57-50] 485 induc,id:6a,sta:0
[2022-06-21-14-59-14] 485 induc,id:61,sta:0
[2022-06-21-14-59-14] 485 induc,id:61,sta:0
[2022-06-21-14-59-15] 485 induc,id:61,sta:0
[2022-06-21-14-59-33] 485 induc,id:61,sta:1
[2022-06-21-14-59-34] 485 induc,id:61,sta:1
[2022-06-21-15-03-25] 485 induc,id:61,sta:0
[2022-06-21-15-03-25] 485 induc,id:61,sta:0
[2022-06-21-15-03-26] 485 induc,id:61,sta:0
[2022-06-21-15-04-11] 485 induc,id:61,sta:1
[2022-06-21-15-04-12] 485 induc,id:61,sta:1
[2022-06-21-15-04-12] 485 induc,id:61,sta:1
[2022-06-21-15-05-17] 485 induc,id:61,sta:0
[2022-06-21-15-05-17] 485 induc,id:61,sta:0
[2022-06-21-15-05-18] 485 induc,id:61,sta:0
[2022-06-21-15-05-19] 485 induc,id:61,sta:1
[2022-06-21-15-05-20] 485 induc,id:61,sta:1
[2022-06-21-15-05-20] 485 induc,id:61,sta:1
[2022-06-21-15-06-23] 485 induc,id:6a,sta:1
[2022-06-21-15-06-23] 485 induc,id:6a,sta:1
[2022-06-21-15-06-24] 485 induc,id:6a,sta:1
[2022-06-21-15-06-30] 485 induc,id:6a,sta:0
[2022-06-21-15-06-30] 485 induc,id:6a,sta:0
